alpha,avg_cost,avg_score
0.01,0.0005263921916666666,0.7208333333333334
0.05,0.0022751633625,0.8208333333333334
0.1,0.0022751633625,0.8208333333333334
0.2,0.0064737104,0.8458333333333333
0.5,0.020189298375,0.8791666666666668
1.0,0.023496540833333333,0.8833333333333334
2.0,0.023496540833333333,0.8833333333333334
5.0,0.037822651458333335,0.8875000000000001
10.0,0.037822651458333335,0.8875000000000001
