alpha,avg_cost,avg_score
0.01,0.00018051040416666665,0.9583333333333311
0.05,0.000613119570833333,0.9708333333333311
0.1,0.0012397720708333334,0.9791666666666644
0.2,0.0016993595708333334,0.9833333333333311
0.5,0.0016993595708333334,0.9833333333333311
1.0,0.0016993595708333334,0.9833333333333311
2.0,0.0016993595708333334,0.9833333333333311
5.0,0.0016993595708333334,0.9833333333333311
10.0,0.0016993595708333334,0.9833333333333311
