B,avg_cost,avg_score,pool_size
1e-05,1.0137354166666665e-05,0.8916666666666666,8
0.0001,8.891283333333333e-05,0.9291666666666666,8
0.0003,0.0002287198791666667,0.9541666666666666,8
0.0005,0.00022871987916666666,0.954166666666667,8
0.001,0.0008223387541666667,0.9666666666666666,8
0.002,0.0016742392708333333,0.9749999999999999,8
0.005,0.003233057520833333,0.9833333333333332,8
