delta,avg_score_nominal,avg_cost_nominal,worst_case_score
0.0,0.9833333333333332,0.004638456458333333,0.9833333333333333
0.1,0.9833333333333332,0.0049999911875,0.9816666666666705
0.2,0.9833333333333332,0.004999483966666667,0.9799999999999989
0.3,0.9833333333333332,0.004999786129166667,0.9783333333333328
0.5,0.9833333333333332,0.0046201650374999995,0.9749999999999978
0.7,0.9833333333333332,0.004999980016666667,0.971666666666664
