alpha,avg_cost,avg_score
0.01,0.0,0.6166666666666667
0.05,0.0017558165416666667,0.7291666666666666
0.1,0.0017558165416666667,0.7291666666666666
0.2,0.014699289166666666,0.8458333333333332
0.5,0.014699289166666666,0.8458333333333332
1.0,0.04254848645833334,0.8875
2.0,0.04254848645833334,0.8875
5.0,0.04254848645833334,0.8875
10.0,0.04254848645833334,0.8875
